Ref,Sub Ref,Temperature (K),Type Alcohol,FAME/FAEE_F,GLYCEROL_F,ALCOHOL_F,OIL_F,DAG_F,MAG_F,ACID_F,WATER_F,FAME/FAEE_L,GLYCEROL_L,ALCOHOL_L,OIL_L,DAG_L,MAG_L,ACID_L,WATER_L,FAME/FAEE_H,GLYCEROL_H,ALCOHOL_H,OIL_H,DAG_H,MAG_H,ACID_H,WATER_H,Reconcile phi,Type Alcohol_right,MW_FAME/FAEE,MW_Oil,MW_DAG,MW_MAG,MW_FA
3,a,338.15,2,0.4081,0.2545,0.3374,0.0,0.0,0.0,0.0,0.0,0.7823786980604311,0.03125237975009344,0.1863741280775534,0.0,0.0,0.0,0.0,0.0,0.02538009178319004,0.4827825850747993,0.4918319998441108,0.0,0.0,0.0,0.0,0.0,0.5055754462996246,2,354.3764906790272,1017.129472037082,691.7529813580544,366.3764906790272,312.3764906790272
3,a,338.15,2,0.3963,0.3003,0.3034,0.0,0.0,0.0,0.0,0.0,0.819530455948584,0.01981516449106056,0.1606544040720217,0.0,0.0,0.0,0.0,0.0,0.01216826585751348,0.5548731876106008,0.4329585242846473,0.0,0.0,0.0,0.0,0.0,0.4757861327382156,2,354.3764906790272,1017.129472037082,691.7529813580544,366.3764906790272,312.3764906790272
3,a,338.15,2,0.4017,0.3469,0.2514,0.0,0.0,0.0,0.0,0.0,0.8648740737070167,0.01360274461582165,0.1215231939544401,0.0,0.0,0.0,0.0,0.0,0.004490371449379245,0.6327296405679956,0.3627799774538554,0.0,0.0,0.0,0.0,0.0,0.4616656818444457,2,354.3764906790272,1017.129472037082,691.7529813580544,366.3764906790272,312.3764906790272
3,a,338.15,2,0.4021,0.3969,0.201,0.0,0.0,0.0,0.0,0.0,0.8901890837268689,0.01287571530191311,0.09697960652405119,0.0,0.0,0.0,0.0,0.0,0.002671820305830137,0.7111666494896421,0.2861251908768767,0.0,0.0,0.0,0.0,0.0,0.4500511665029787,2,354.3764906790272,1017.129472037082,691.7529813580544,366.3764906790272,312.3764906790272
4,a,293.15,1,0.2458,0.5384,0.2158,0.0,0.0,0.0,0.0,0.0,0.9611749467578473,0.004649597110008691,0.03399717002226021,0.0,0.0,0.0,0.0,0.0,0.002794802891192532,0.7197092874569064,0.2775564715313327,0.0,0.0,0.0,0.0,0.0,0.2535582552121596,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,293.15,1,0.2721,0.3292,0.3987,0.0,0.0,0.0,0.0,0.0,0.903812678510082,0.006670125130322437,0.0895991710506168,0.0,0.0,0.0,0.0,0.0,0.003941644681204694,0.4661120546863446,0.5299115028532231,0.0,0.0,0.0,0.0,0.0,0.2979964297526097,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,293.15,1,0.2043,0.2687,0.527,0.0,0.0,0.0,0.0,0.0,0.8853495419956964,0.0006897415252356148,0.1139335879134304,0.0,0.0,0.0,0.0,0.0,0.01006490921864353,0.3451364318235011,0.6448063960152712,0.0,0.0,0.0,0.0,0.0,0.2219107745158264,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,293.15,1,0.2024,0.4965,0.3011,0.0,0.0,0.0,0.0,0.0,0.9519151403683652,0.003507867570924661,0.04545722334922764,0.0,0.0,0.0,0.0,0.0,0.00001000000000000003,0.6296216306494932,0.3701306823434165,0.0,0.0,0.0,0.0,0.0,0.2126157233710071,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,303.15,1,0.2055,0.2791,0.5154,0.0,0.0,0.0,0.0,0.0,0.903057461914316,0.004791046069043885,0.09152851643964091,0.0,0.0,0.0,0.0,0.0,0.02136407025490297,0.3515099977812093,0.627290380333151,0.0,0.0,0.0,0.0,0.0,0.2088434953544785,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,303.15,1,0.266,0.3308,0.4032,0.0,0.0,0.0,0.0,0.0,0.9199518155382083,0.007328520194607071,0.07267655380865094,0.0,0.0,0.0,0.0,0.0,0.007360175335061491,0.4587339009895093,0.5339229739858212,0.0,0.0,0.0,0.0,0.0,0.2834124413054717,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,303.15,1,0.1864,0.5006,0.313,0.0,0.0,0.0,0.0,0.0,0.9404529620124517,0.009512365031351706,0.0498621569863059,0.0,0.0,0.0,0.0,0.0,0.004082777928321071,0.6193366642818866,0.3766222692264924,0.0,0.0,0.0,0.0,0.0,0.194706351366799,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,303.15,1,0.2498,0.5603,0.1899,0.0,0.0,0.0,0.0,0.0,0.9544835982347097,0.007386106342176437,0.0382222854396582,0.0,0.0,0.0,0.0,0.0,0.007119400733745186,0.750713790517694,0.2421351290097426,0.0,0.0,0.0,0.0,0.0,0.2561639968096934,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,303.15,1,0.4072,0.2885,0.3043,0.0,0.0,0.0,0.0,0.0,0.9249762911298852,0.009315309423100554,0.06567238879642022,0.0,0.0,0.0,0.0,0.0,0.007348560353527741,0.5040996757032371,0.4885795730776611,0.0,0.0,0.0,0.0,0.0,0.4357447211280097,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,313.15,1,0.2473,0.5583,0.1944,0.0,0.0,0.0,0.0,0.0,0.943504167367907,0.004271017308325964,0.0519385262117442,0.0,0.0,0.0,0.0,0.0,0.00001000000000000024,0.755089725703299,0.2450019634819005,0.0,0.0,0.0,0.0,0.0,0.262100189437177,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
4,a,313.15,1,0.4172999999999999,0.4446,0.1381,0.0,0.0,0.0,0.0,0.0,0.9484459523159794,0.001574052390850742,0.04910970805071715,0.0,0.0,0.0,0.0,0.0,9.999999999999545e-6,0.7926593175411083,0.2080144157375122,0.0,0.0,0.0,0.0,0.0,0.439976994736463,1,307.1628002434572,917.4884007303717,625.3256004869145,333.1628002434572,279.1628002434572
