Ref,Sub Ref,Temperature (K),Type Alcohol,FAME/FAEE_F,GLYCEROL_F,ALCOHOL_F,OIL_F,DAG_F,MAG_F,ACID_F,WATER_F,FAME/FAEE_L,GLYCEROL_L,ALCOHOL_L,OIL_L,DAG_L,MAG_L,ACID_L,WATER_L,FAME/FAEE_H,GLYCEROL_H,ALCOHOL_H,OIL_H,DAG_H,MAG_H,ACID_H,WATER_H,Reconcile phi,Type Alcohol_right,MW_FAME/FAEE,MW_Oil,MW_DAG,MW_MAG,MW_FA
21,a,333.0,2,0.3003,0.0,0.3497,0.35,0.0,0.0,0.0,0.0,0.1502791462451532,0.0,0.8201994606854816,0.02943189048389297,0.0,0.0,0.0,0.0,0.3500115004980475,0.0,0.1937934470855738,0.4562247103453326,0.0,0.0,0.0,0.0,0.2488905750097179,2,319.8377651378931,913.5132954136797,622.6755302757863,331.8377651378931,277.8377651378931
23,ca,298.2,2,0.5322,0.0,0.0,0.0,0.0,0.0,0.0,0.4678,0.9971000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.002899999999999908,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,0.533607544141252,,,,,,
23,b,298.2,2,0.4334,0.0,0.2036,0.0,0.0,0.0,0.0,0.363,0.9613545098618591,0.0,0.03776800958551429,0.0,0.0,0.0,0.0,0.00001116607601953249,9.999999999999369e-6,0.0,0.3397290129798095,0.0,0.0,0.0,0.0,0.6609721316813375,0.4508165340875314,2,331.1029412402727,947.308823720818,645.2058824805454,343.1029412402727,289.1029412402727
23,b,298.2,2,0.3513,0.0,0.3002,0.0,0.0,0.0,0.0,0.3485,0.9316735422313708,0.0,0.07004905421485394,0.0,0.0,0.0,0.0,0.00001333440893369379,9.999999999998186e-6,0.0,0.4395063602348581,0.0,0.0,0.0,0.0,0.5594329110434914,0.3770567206683291,2,331.1029412402727,947.308823720818,645.2058824805454,343.1029412402727,289.1029412402727
23,b,298.2,2,0.3476,0.0,0.4806,0.0,0.0,0.0,0.0,0.1718,0.89439479983718,0.0,0.09595474987457225,0.0,0.0,0.0,0.0,0.009650464917313641,0.01873755251114963,0.0,0.711939761111254,0.0,0.0,0.0,0.0,0.2693226775791395,0.375560698541682,2,331.1029412402727,947.308823720818,645.2058824805454,343.1029412402727,289.1029412402727
24,a,298.15,1,0.5,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.8792139144953425,0.0008132693922353875,0.1199728161124221,0.0,0.0,0.0,0.0,0.0,0.0458,0.2188,0.7354,0.0,0.0,0.0,0.0,0.0,0.5449873011479919,1,304.8964260100024,910.6892780300072,620.7928520200048,330.8964260100024,276.8964260100024
24,a,298.15,1,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.9574352486047197,0.00001039710096910342,0.04589940722306959,0.0,0.0,0.0,0.0,0.0,0.01531969493576922,0.6178571233692626,0.3632788958557987,0.0,0.0,0.0,0.0,0.0,0.5144595088964451,1,304.8964260100024,910.6892780300072,620.7928520200048,330.8964260100024,276.8964260100024
24,a,313.15,1,0.5,0.15,0.35,0.0,0.0,0.0,0.0,0.0,0.9092052861445034,0.001320011551092439,0.08948142546463432,0.0,0.0,0.0,0.0,0.0,0.0520615468035212,0.3127532348728154,0.6351778587853191,0.0,0.0,0.0,0.0,0.0,0.5225943241922035,1,304.8964260100024,910.6892780300072,620.7928520200048,330.8964260100024,276.8964260100024
24,a,313.15,1,0.5,0.35,0.15,0.0,0.0,0.0,0.0,0.0,0.9694427639745656,0.0005571503156110921,0.0300000857098232,0.0,0.0,0.0,0.0,0.0,0.0153,0.7108,0.2739,0.0,0.0,0.0,0.0,0.0,0.5079952584673383,1,304.8964260100024,910.6892780300072,620.7928520200048,330.8964260100024,276.8964260100024
24,a,328.15,1,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.9560938726868504,0.0005172527564961173,0.04338887455665345,0.0,0.0,0.0,0.0,0.0,0.0253,0.6117,0.363,0.0,0.0,0.0,0.0,0.0,0.5099947624598348,1,304.8964260100024,910.6892780300072,620.7928520200048,330.8964260100024,276.8964260100024
25,a,323.15,1,0.3411,0.3421,0.3168,0.0,0.0,0.0,0.0,0.0,0.837672978074269,0.0235693331415007,0.1387381567758411,0.0,0.0,0.0,0.0,0.0,0.008709114959349654,0.5553147638807884,0.4359891952936586,0.0,0.0,0.0,0.0,0.0,0.4009715016908656,1,305.0977349501336,911.2932048504008,621.1954699002672,331.0977349501336,277.0977349501336
25,a,323.15,1,0.2554,0.2564,0.4882,0.0,0.0,0.0,0.0,0.0,0.8121522422902041,0.0342106220161973,0.1533153313354278,0.0,0.0,0.0,0.0,0.0,0.05436255045139766,0.3366302756481238,0.6091233741103855,0.0,0.0,0.0,0.0,0.0,0.2652945160296086,1,305.0977349501336,911.2932048504008,621.1954699002672,331.0977349501336,277.0977349501336
26,a,313.15,1,0.6015,0.0625,0.336,0.0,0.0,0.0,0.0,0.0,0.849004500598594,0.001692632683305267,0.1493028787813976,0.0,0.0,0.0,0.0,0.0,0.03134112354375648,0.2025776961457231,0.7660811525211442,0.0,0.0,0.0,0.0,0.0,0.6973026950404864,1,308.2969824934549,920.8909474803647,627.5939649869098,334.2969824934549,280.2969824934549
26,b,303.15,1,0.6035,0.0627,0.3338,0.0,0.0,0.0,0.0,0.0,0.8398403672797066,9.999739980092064e-6,0.1670732980362953,0.0,0.0,0.0,0.0,0.0,0.01644353020716583,0.2184185116853257,0.7479399550216353,0.0,0.0,0.0,0.0,0.0,0.7129690610423305,1,305.2717489539532,911.8152468618598,621.5434979079065,331.2717489539532,277.2717489539532
26,b,313.15,1,0.5981,0.0622,0.3397,0.0,0.0,0.0,0.0,0.0,0.8514796078386367,9.160080692819089e-6,0.1498947551082272,0.0,0.0,0.0,0.0,0.0,0.02969394025613032,0.2017126094488526,0.7654897953506963,0.0,0.0,0.0,0.0,0.0,0.6916719068805155,1,305.2717489539532,911.8152468618598,621.5434979079065,331.2717489539532,277.2717489539532
27,a,318.15,1,0.3528,0.3875,0.2597,0.0,0.0,0.0,0.0,0.0,0.7141091598991667,0.1008374508133487,0.1848313302799834,0.0,0.0,0.0,0.0,0.0,0.01106708902417695,0.6586307607829357,0.3305121777246083,0.0,0.0,0.0,0.0,0.0,0.4860774698027818,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,318.15,1,0.3187,0.3534,0.3279,0.0,0.0,0.0,0.0,0.0,0.6258372870684167,0.118328545500545,0.2547002541183786,0.0,0.0,0.0,0.0,0.0,0.001697837914439394,0.5960216628797838,0.4034508324309013,0.0,0.0,0.0,0.0,0.0,0.5079027812057992,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,333.15,1,0.4015,0.4107,0.1878,0.0,0.0,0.0,0.0,0.0,0.8518444121462834,0.03282990833482367,0.1151864503464838,0.0,0.0,0.0,0.0,0.0,0.002355387267617941,0.7456099207915889,0.25215809210432,0.0,0.0,0.0,0.0,0.0,0.4698643549743245,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,333.15,1,0.4693,0.4682,0.0625,0.0,0.0,0.0,0.0,0.0,0.9267162587028278,0.03287751410387828,0.04040625088574634,0.0,0.0,0.0,0.0,0.0,0.005988970922316664,0.9091325315482944,0.08487847353160938,0.0,0.0,0.0,0.0,0.0,0.503201148946647,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,318.15,1,0.3418,0.0,0.3778,0.0,0.0,0.0,0.0,0.2804,0.7808418199301456,0.0,0.1708649246169217,0.0,0.0,0.0,0.0,0.04829328671454015,0.02391768688437488,0.0,0.5276285526376403,0.0,0.0,0.0,0.0,0.4484537378434393,0.4199658846078871,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,333.15,1,0.2794,0.0,0.5029,0.0,0.0,0.0,0.0,0.2177,0.5754770152947284,0.0,0.3514127558770251,0.0,0.0,0.0,0.0,0.07311025704523819,0.04072507117661716,0.0,0.6250175752961099,0.0,0.0,0.0,0.0,0.3342573307808654,0.4463283050181235,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,303.15,4,0.3698,0.2811,0.0,0.0,0.0,0.0,0.0,0.3491,0.9999896557229445,0.1288420884949475,0.0,0.0,0.0,0.0,0.0,0.02160035669006058,0.1144562369072645,0.3427927106487338,0.0,0.0,0.0,0.0,0.0,0.4817981339266115,0.2883502278595362,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,318.15,4,0.4379,0.1199,0.0,0.0,0.0,0.0,0.0,0.4422,0.984084963332515,0.01080753965885241,0.0,0.0,0.0,0.0,0.0,0.004932259178355202,0.008476949420199357,0.2056709755118824,0.0,0.0,0.0,0.0,0.0,0.7859898510388925,0.4401594128545112,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,318.15,4,0.3992,0.2631,0.0,0.0,0.0,0.0,0.0,0.3377000000000001,0.9900813396240715,0.00001078452870319007,0.0,0.0,0.0,0.0,0.0,0.01221941683724643,0.00855324384795792,0.4370350047301119,0.0,0.0,0.0,0.0,0.0,0.5528835325920062,0.3979985471971131,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,333.15,4,0.3996,0.1916,0.0,0.0,0.0,0.0,0.0,0.4088000000000001,0.9858658310502231,0.007529312751717952,0.0,0.0,0.0,0.0,0.0,0.006056930732758523,0.00001000000000000073,0.3170598204807198,0.0,0.0,0.0,0.0,0.0,0.683303637300859,0.4053229563741795,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,318.15,2,0.3673,0.3766,0.2561,0.0,0.0,0.0,0.0,0.0,0.7264590706385292,0.05205861519616625,0.2215165974460928,0.0,0.0,0.0,0.0,0.0,0.01277734664309358,0.6969518503938266,0.2902369622482978,0.0,0.0,0.0,0.0,0.0,0.4967517612363207,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,333.15,2,0.3134,0.3734,0.3132,0.0,0.0,0.0,0.0,0.0,0.5683286803067692,0.1431776288154685,0.2885435180726349,0.0,0.0,0.0,0.0,0.0,0.03161926552941802,0.6278720694661426,0.3404535894297691,0.0,0.0,0.0,0.0,0.0,0.5250154491653105,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,a,318.15,2,0.4511,0.0,0.09480000000000001,0.0,0.0,0.0,0.0,0.4540999999999999,0.9307905706105728,0.0,0.0520963782142188,0.0,0.0,0.0,0.0,0.01748119532005005,0.00001000000000000002,0.0,0.1349575055495232,0.0,0.0,0.0,0.0,0.8646863001484181,0.4846362442912773,1,323.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
27,b,303.15,2,0.716,0.053,0.052,0.0,0.0,0.0,0.0,0.179,0.9228080430023152,9.969358240362226e-6,0.0320327695561126,0.0,0.0,0.0,0.0,0.05868719873456893,9.999999999967924e-6,0.2364567528825208,0.1211285363855936,0.0,0.0,0.0,0.0,0.5955348761463384,0.775890245356972,2,337.5896407676961,966.7689223030883,658.1792815353923,349.5896407676962,295.5896407676961
28,a,298.0,2,0.3001,0.0,0.5495,0.0,0.0,0.0,0.0,0.1503,0.8487898718020229,0.0,0.1378556217683686,0.0,0.0,0.0,0.0,0.01352806763388523,0.02045606763969895,0.0,0.759297662720918,0.0,0.0,0.0,0.0,0.2200068471079376,0.3375981167919361,2,319.3913369251829,912.1740107755488,621.7826738503659,331.3913369251829,277.3913369251829
28,a,298.0,2,0.3201,0.0,0.5002,0.0,0.0,0.0,0.0,0.1798,0.8898774341971233,0.0,0.1022900067399779,0.0,0.0,0.0,0.0,0.007749053899780846,0.01481564338687534,0.0,0.7133985034709047,0.0,0.0,0.0,0.0,0.271984174438037,0.3488717709071173,2,319.3913369251829,912.1740107755488,621.7826738503659,331.3913369251829,277.3913369251829
48,a,298.2,2,0.3829,0.0,0.2534,0.0,0.0,0.0,0.0,0.3637,0.9642509276240443,0.0,0.03607354942987574,0.0,0.0,0.0,0.0,0.00001009138089545741,0.0007671209076160812,0.0,0.396252756077473,0.0,0.0,0.0,0.0,0.6027602049014713,0.3966157774822395,2,319.1828386945529,911.5485160836586,621.3656773891057,331.1828386945529,277.1828386945529
48,a,333.2,2,0.42,0.0,0.3073,0.0,0.0,0.0,0.0,0.2727,0.9140845599802242,0.0,0.07695083890942797,0.0,0.0,0.0,0.0,0.008964628712780665,0.001964404152013889,0.0,0.5021940659336435,0.0,0.0,0.0,0.0,0.4958415065604466,0.4583119813511931,2,319.1828386945529,911.5485160836586,621.3656773891057,331.1828386945529,277.1828386945529
48,b,298.2,2,0.4773,0.0,0.0646,0.0,0.0,0.0,0.0,0.4581,0.9692871991479675,0.0,0.01739268479194853,0.0,0.0,0.0,0.0,0.01196169820672608,0.00001000000000000008,0.0,0.1103970847913757,0.0,0.0,0.0,0.0,0.890910752864466,0.4924184747351496,2,338.1692065909346,968.5076197728038,659.3384131818692,350.1692065909346,296.1692065909346
48,b,298.2,2,0.245,0.0,0.2509,0.0,0.0,0.0,0.0,0.5041,0.8617845404872345,0.0,0.1061411494278963,0.0,0.0,0.0,0.0,0.03123800352424663,9.99999999999947e-6,0.0,0.3083989619124439,0.0,0.0,0.0,0.0,0.6919232233659438,0.2842854928871376,2,338.1692065909346,968.5076197728038,659.3384131818692,350.1692065909346,296.1692065909346
48,b,333.2,2,0.5202,0.0,0.2692,0.0,0.0,0.0,0.0,0.2106,0.7244185202517599,0.0,0.2129167672928782,0.0,0.0,0.0,0.0,0.06266471827961374,0.01039170879861844,0.0,0.4097046841703388,0.0,0.0,0.0,0.0,0.579903592491461,0.7139904034749794,2,338.1692065909346,968.5076197728038,659.3384131818692,350.1692065909346,296.1692065909346
29,a,293.15,2,0.0,0.0,0.5203,0.4029,0.0,0.0,0.0768,0.0,0.0,0.0,0.8289607164410507,0.08421899355665398,0.0,0.0,0.08682031876055195,0.0,0.0,0.0,0.193429901136089,0.7403815340392739,0.0,0.0,0.06618853436979222,0.0,0.5143261207673481,2,324.0,926.0,631.0,336.0,278.5669859456578
29,a,303.15,2,0.0,0.0,0.5373,0.4344,0.0,0.0,0.0283,0.0,0.0,0.0,0.9003812619189198,0.0669520469942525,0.0,0.0,0.03266664875486188,0.0,0.0,0.0,0.168460828176458,0.8076751119091375,0.0,0.0,0.02386410291769004,0.0,0.5039334261206377,2,324.0,926.0,631.0,336.0,278.5669859456578
29,b,298.15,2,0.0,0.0,0.5031,0.4178,0.0,0.0,0.0791,0.0,0.0,0.0,0.7622623439114791,0.1494073649460098,0.0,0.0,0.0883303145290677,0.0,0.0,0.0,0.2551436515942064,0.6745875283213492,0.0,0.0,0.07026879770910578,0.0,0.4889513089583822,2,319.8780296731748,913.6340890195241,622.7560593463495,331.8780296731748,278.5669859456578
30,aa,298.15,2,0.0,0.0,0.5006,0.4994,0.0,0.0,0.0,0.0,0.0,0.0,0.9279999999999999,0.07200000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.857,0.0,0.0,0.0,0.0,0.4555414012738854,,,,,,
30,a,298.15,2,0.0,0.0,0.4048,0.4998,0.0,0.0,0.0,0.09539999999999998,0.0,0.0,0.03373980285857121,0.9547575425052264,0.0,0.0,0.0,0.01150266210647674,0.0,0.0,0.8119408548443477,0.0006039013603474359,0.0,0.0,0.0,0.1874552355986457,0.5231820926037366,2,318.4917182113255,909.4751546339764,619.9834364226509,330.4917182113255,278.7291932780423
30,bb,298.15,2,0.0,0.0,0.4998,0.5002,0.0,0.0,0.0,0.0,0.0,0.0,0.9312,0.06880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1468,0.8532,0.0,0.0,0.0,0.0,0.4500254971953085,,,,,,
30,b,298.15,2,0.0,0.0,0.4999,0.4499,0.0,0.0,0.0501,0.0,0.0,0.0,0.8226956285223037,0.1203249781220503,0.0,0.0,0.05688309655972263,0.0,0.0,0.0,0.2001703443002583,0.7559246146669465,0.0,0.0,0.04380160244817786,0.0,0.4814738666788556,2,316.0685351526234,902.2056054578702,615.1370703052469,328.0685351526234,278.7291932780423
30,b,298.15,2,0.0,0.0,0.5001,0.4213,0.0,0.0,0.0786,0.0,0.0,0.0,0.761375400872268,0.1516111642525632,0.0,0.0,0.08701344704325772,0.0,0.0,0.0,0.2331419431648847,0.696854481213704,0.0,0.0,0.07000356318867053,0.0,0.5053789246780307,2,316.0685351526234,902.2056054578702,615.1370703052469,328.0685351526234,278.7291932780423
30,b,298.15,2,0.0,0.0,0.5001,0.4213,0.0,0.0,0.0786,0.0,0.0,0.0,0.761375400872268,0.1516111642525632,0.0,0.0,0.08701344704325772,0.0,0.0,0.0,0.2331419431648847,0.696854481213704,0.0,0.0,0.07000356318867053,0.0,0.5053789246780307,2,316.0685351526234,902.2056054578702,615.1370703052469,328.0685351526234,278.7291932780423
30,b,298.15,2,0.0,0.0,0.5,0.3999,0.0,0.0,0.1002,0.0,0.0,0.0,0.6370312987457407,0.2564686649408521,0.0,0.0,0.1066701817336457,0.0,0.0,0.0,0.3443042643479459,0.5628674930617588,0.0,0.0,0.09284854296760603,0.0,0.5318802753300704,2,316.0685351526234,902.2056054578702,615.1370703052469,328.0685351526234,278.7291932780423
31,ab,298.15,2,0.0,0.0,0.4912,0.457,0.0,0.0,0.0397,0.0121,0.0,0.0,0.1398096577385996,0.8215968012030554,0.0,0.0,0.03614652175082362,0.002243468975984347,0.0,0.0,0.8755817195335291,0.05817189197362464,0.0,0.0,0.04358710762781101,0.02288194215374397,0.5224195637380181,,,,,,
31,ab,298.15,2,0.0,0.0,0.4903,0.4177,0.0,0.0,0.07980000000000001,0.0122,0.0,0.0,0.1829892747779279,0.7406536364338757,0.0,0.0,0.07297322313367492,0.003307022530601583,0.0,0.0,0.8060089089418885,0.0859206905610755,0.0,0.0,0.08681333894057798,0.02133600464832367,0.5067399029334653,,,,,,
31,ab,298.15,2,0.0,0.0,0.4472,0.3998,0.0,0.0,0.1001,0.0529,0.0,0.0,0.116713852718997,0.7647173804717595,0.0,0.0,0.109379428153263,0.009189367083213886,0.0,0.0,0.7911441382084238,0.02002252679499989,0.0,0.0,0.09044269682557285,0.0983906085861619,0.5099773032268669,,,,,,
31,a,298.15,2,0.0,0.0,0.4386,0.4993,0.0,0.0,0.0,0.0621,0.0,0.0,0.04304373640876171,0.9421536030801376,0.0,0.0,0.0,0.01482923598374876,0.0,0.0,0.8844277872259253,0.0001638211572508168,0.0,0.0,0.0,0.1153784386486732,0.529874302695578,2,317.8720011228281,907.6160033684844,618.7440022456562,329.8720011228282,280.3232277130076
32,a,283.15,2,0.0,0.0,0.5318999999999999,0.327,0.0,0.0,0.0167,0.1244,0.0,0.0,0.05508912784490948,0.9153531856985762,0.0,0.0,0.02541936437011728,0.004127835487833935,0.0,0.0,0.7879750362397913,0.011020285299715,0.0,0.0,0.01201719665498846,0.1889931137158997,0.3494064127943597,2,317.4628998325747,906.3886994977241,617.9257996651495,329.4628998325747,275.4628998325747
32,a,308.15,2,0.0,0.0,0.2374,0.6346,0.0,0.0,0.032,0.096,0.0,0.0,0.0495847909326027,0.905101987622951,0.0,0.0,0.04237563984782861,0.002937595327803264,0.0,0.0,0.6739259073214402,0.005890929176090376,0.0,0.0,0.007884617539208121,0.3122985140488159,0.6991785353594643,2,317.4628998325747,906.3886994977241,617.9257996651495,329.4628998325747,275.4628998325747
32,a,333.15,2,0.0,0.0,0.2385,0.6347,0.0,0.0,0.0319,0.0949,0.0,0.0,0.05132423124696764,0.9059727884306944,0.0,0.0,0.04190061288613701,0.0008023802604036114,0.0,0.0,0.6732755655799928,0.004582219252239181,0.0,0.0,0.008670379239346163,0.3134718061401114,0.6990507803094306,2,317.4628998325747,906.3886994977241,617.9257996651495,329.4628998325747,275.4628998325747
33,a,298.15,2,0.0,0.0,0.4832,0.3925,0.0,0.0,0.0987,0.0256,0.0,0.0,0.1500590438782198,0.7528858942036735,0.0,0.0,0.09405463777755085,0.00300045536470949,0.0,0.0,0.804980261644533,0.04440390073964426,0.0,0.0,0.1031869471732767,0.04742886028319124,0.4913266709269291,2,319.8780296731748,913.6340890195241,622.7560593463495,331.8780296731748,279.3690292823096
33,a,298.15,2,0.0,0.0,0.4332,0.4585,0.0,0.0,0.0492,0.0591,0.0,0.0,0.08169780757792829,0.863751651502762,0.0,0.0,0.05818550567549401,0.00001030062765025262,0.0,0.0,0.8212360946276948,0.011127916466216,0.0,0.0,0.039280572452342,0.1243312750005236,0.5247004805872644,2,319.8780296731748,913.6340890195241,622.7560593463495,331.8780296731748,279.3690292823096
34,a,318.15,2,0.0,0.0,0.501,0.484,0.0,0.0,0.015,0.0,0.0,0.0,0.8356166236338399,0.148125626116132,0.0,0.0,0.01625787060502839,0.0,0.0,0.0,0.2703412411156435,0.7155257543985285,0.0,0.0,0.01413292152242127,0.0,0.4080467078838897,2,311.2641629283024,887.7924887849073,605.5283258566049,323.2641629283024,255.4048333318071
34,a,318.15,2,0.0,0.0,0.4704,0.499,0.0,0.0,0.0,0.0306,0.0,0.0,0.1136474638231505,0.8818015695134077,0.0,0.0,0.0,0.004550984860467201,0.0,0.0,0.9084647159776432,0.02894907164007169,0.0,0.0,0.0,0.06258619003773536,0.5511514939946149,2,311.2641629283024,887.7924887849073,605.5283258566049,323.2641629283024,255.4048333318071
34,ab,318.15,2,0.0,0.0,0.4703,0.4591,0.0,0.0,0.0399,0.0307,0.0,0.0,0.1488938653233783,0.8071972307758319,0.0,0.0,0.0372344743981776,0.006674454622953925,0.0,0.0,0.8574899419237304,0.03975596133218639,0.0,0.0,0.04311109210937816,0.05964297437285678,0.5464184105864099,,,,,,
34,ab,318.15,2,0.0,0.0,0.4705,0.439,0.0,0.0,0.06,0.0305,0.0,0.0,0.1624123397775001,0.7710450292372455,0.0,0.0,0.05824132335283942,0.008301327664277797,0.0,0.0,0.830767298712142,0.05071776354916675,0.0,0.0,0.06205653704053933,0.05645837727356837,0.5390358729235858,,,,,,
34,ab,318.15,2,0.0,0.0,0.4398,0.3585,0.0,0.0,0.1394,0.0623,0.0,0.0,0.1739664462375611,0.6561712735914913,0.0,0.0,0.1492076939770198,0.02065461418919106,0.0,0.0,0.7224196190267739,0.04203226766541957,0.0,0.0,0.1289729989834407,0.1065750845613413,0.5153030979645608,,,,,,
34,b,318.15,2,0.0,0.0,0.4387,0.3594,0.0,0.0,0.1397,0.0622,0.0,0.0,0.1743329636714908,0.6445359513910248,0.0,0.0,0.1519961265579948,0.0291349834408619,0.0,0.0,0.7509182603614692,0.02265358885063901,0.0,0.0,0.125178237769587,0.1012498834207493,0.5414953557675344,2,311.2641629283024,887.7924887849073,605.5283258566049,323.2641629283024,278.9137840150115
35,aa,303.15,1,0.0,0.0,0.5257999999999999,0.4742,0.0,0.0,0.0,0.0,0.0,0.0,0.9938,0.006200000000000131,0.0,0.0,0.0,0.0,0.0,0.0,0.05980000000000001,0.9401999999999999,0.0,0.0,0.0,0.0,0.4989293361884368,,,,,,
35,aa,293.15,2,0.0,0.0,0.5273,0.4727,0.0,0.0,0.0,0.0,0.0,0.0,0.9528,0.04720000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.1265,0.8734999999999999,0.0,0.0,0.0,0.0,0.4850538545322522,,,,,,
35,aa,303.15,2,0.0,0.0,0.542,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.9390000000000001,0.06100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1556,0.8443999999999999,0.0,0.0,0.0,0.0,0.4932346183303549,,,,,,
35,a,303.15,2,0.0,0.0,0.4982,0.4421,0.0,0.0,0.0597,0.0,0.0,0.0,0.8080514816135272,0.1239993293254643,0.0,0.0,0.06794921587217186,0.0,0.0,0.0,0.2291904098412965,0.7182714438212636,0.0,0.0,0.05253812306028766,0.0,0.464722198946819,1,307.4866014093657,918.4598042280971,625.9732028187314,333.4866014093657,278.2120215435834
36,a,308.15,2,0.0,0.0,0.5078,0.4759,0.0,0.0,0.0163,0.0,0.0,0.0,0.7960549402774878,0.1862650888342162,0.0,0.0,0.01767999878247298,0.0,0.0,0.0,0.2778523604935271,0.7069484742330033,0.0,0.0,0.01519914302163912,0.0,0.4437408235256923,2,288.3128930171489,818.9386790514466,559.6257860342978,300.3128930171489,282.0
37,ab,298.15,2,0.0,0.0,0.469,0.449,0.0,0.0,0.051,0.031,0.0,0.0,0.1066745609900035,0.8435940170931779,0.0,0.0,0.04765889688284498,0.001947585325814259,0.0,0.0,0.8585811394031554,0.02472289927843804,0.0,0.0,0.05459243547127469,0.06223786406526637,0.5181243928272846,,,,,,
37,ab,298.15,2,0.0,0.0,0.467,0.299,0.0,0.0,0.203,0.031,0.0,0.0,0.2531367408613052,0.5361203440328118,0.0,0.0,0.1976341438109361,0.01310881221786406,0.0,0.0,0.6201601934820634,0.1291840254522339,0.0,0.0,0.206842808603141,0.04381294315522789,0.4173035602722704,,,,,,
37,ab,298.15,2,0.0,0.0,0.425,0.31,0.0,0.0,0.204,0.061,0.0,0.0,0.1705584263823683,0.5866568207171605,0.0,0.0,0.2236896555077189,0.01909512747461011,0.0,0.0,0.6742899691846005,0.03894456935353874,0.0,0.0,0.1847089952125869,0.1020564367764748,0.4948865576251457,,,,,,
37,ba,298.15,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.06200000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.861,0.0,0.0,0.0,0.0,0.4518147684605757,,,,,,
37,b,298.15,2,0.0,0.0,0.499,0.398,0.0,0.0,0.103,0.0,0.0,0.0,0.6217622267304794,0.2686435781675156,0.0,0.0,0.1095942107832497,0.0,0.0,0.0,0.3389094890493573,0.5666898015574016,0.0,0.0,0.09440068894380374,0.0,0.5659853684397531,2,321.0731691710873,917.219507513262,625.1463383421747,333.0731691710873,278.7291932780423
37,bb,298.15,2,0.0,0.0,0.439,0.468,0.0,0.0,0.032,0.061,0.0,0.0,0.05878768222392195,0.9019153643630918,0.0,0.0,0.03540248430264468,0.003894498817092983,0.0,0.0,0.8448482242496256,0.004827788401362287,0.0,0.0,0.02836810237936891,0.1219558532599069,0.5163065725239706,,,,,,
37,bb,298.15,2,0.0,0.0,0.406,0.479,0.0,0.0,0.021,0.094,0.0,0.0,0.0232044023028545,0.9432674751009624,0.0,0.0,0.02688873883525478,0.006727383146543314,0.0,0.0,0.7981655649441798,0.003368311042531851,0.0,0.0,0.01496711820608892,0.1834088523963921,0.5060454431129802,,,,,,
37,cb,298.15,2,0.0,0.0,0.468,0.299,0.0,0.0,0.202,0.031,0.0,0.0,0.2537327064687567,0.5364026558778983,0.0,0.0,0.1967869516494249,0.01307772683529666,0.0,0.0,0.6208587970711548,0.1296363803783177,0.0,0.0,0.205719001098161,0.04378579232316537,0.4163659325337971,,,,,,
37,cb,298.15,2,0.0,0.0,0.439,0.492,0.0,0.0,0.008,0.061,0.0,0.0,0.04409683124748318,0.9461476097642381,0.0,0.0,0.00895931045057479,0.0007962708472031625,0.0,0.0,0.8659175225422837,0.001035156538452968,0.0,0.0,0.006962919334878847,0.1260843774662795,0.5194777000195306,,,,,,
38,aa,323.15,2,0.0,0.0,0.5018,0.4982,0.0,0.0,0.0,0.0,0.0,0.0,0.8647,0.1352999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.7340000000000001,0.0,0.0,0.0,0.0,0.3938533489226658,,,,,,
