Ref,Sub Ref,Temperature (K),Type Alcohol,FAME/FAEE_F,GLYCEROL_F,ALCOHOL_F,OIL_F,DAG_F,MAG_F,ACID_F,WATER_F,FAME/FAEE_L,GLYCEROL_L,ALCOHOL_L,OIL_L,DAG_L,MAG_L,ACID_L,WATER_L,FAME/FAEE_H,GLYCEROL_H,ALCOHOL_H,OIL_H,DAG_H,MAG_H,ACID_H,WATER_H,Reconcile phi,Type Alcohol_right,MW_FAME/FAEE,MW_Oil,MW_DAG,MW_MAG,MW_FA
13,a,298.15,2,0.4001,0.2,0.3999,0.0,0.0,0.0,0.0,0.0,0.7736195426483776,0.01793501832816424,0.2084454628364081,0.0,0.0,0.0,0.0,0.0,0.05029012717305022,0.3705081550306466,0.5792016954949131,0.0,0.0,0.0,0.0,0.0,0.4836107385416868,2,317.0086703867213,905.0260111601639,617.0173407734426,329.0086703867213,275.0086703867213
13,a,298.15,2,0.3985,0.4521,0.1494,0.0,0.0,0.0,0.0,0.0,0.9402070324520234,0.004328485126890992,0.05536429784179715,0.0,0.0,0.0,0.0,0.0,0.0005987223082845369,0.7810026119441132,0.2184722545506189,0.0,0.0,0.0,0.0,0.0,0.42347569023825,2,317.0086703867213,905.0260111601639,617.0173407734426,329.0086703867213,275.0086703867213
14,a,298.15,1,0.25,0.207,0.5429999999999999,0.0,0.0,0.0,0.0,0.0,0.6920600151418239,0.01228335234785354,0.2956566808458237,0.0,0.0,0.0,0.0,0.0,0.04982203722417021,0.2951735070136136,0.6550044338744592,0.0,0.0,0.0,0.0,0.0,0.3116881431161583,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
14,a,308.15,1,0.25,0.36,0.39,0.0,0.0,0.0,0.0,0.0,0.8325304885089035,0.004667868845810609,0.1633952920323145,0.0,0.0,0.0,0.0,0.0,0.04870059959062965,0.4827886717665402,0.4683055869927027,0.0,0.0,0.0,0.0,0.0,0.2568151626460354,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
14,a,318.15,1,0.25,0.324,0.426,0.0,0.0,0.0,0.0,0.0,0.7183087663478296,0.02315359887821027,0.2585976049877052,0.0,0.0,0.0,0.0,0.0,0.05135409618740113,0.451612185707449,0.4970082801074713,0.0,0.0,0.0,0.0,0.0,0.2978401871971552,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
14,a,318.15,1,0.25,0.42,0.33,0.0,0.0,0.0,0.0,0.0,0.79298082305454,0.01873311751498138,0.1882791548721472,0.0,0.0,0.0,0.0,0.0,0.04532440178395063,0.5712567953226975,0.383421405553606,0.0,0.0,0.0,0.0,0.0,0.273756223304038,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
14,a,318.15,1,0.25,0.52,0.23,0.0,0.0,0.0,0.0,0.0,0.8486308795594009,0.01317280039161573,0.1381247331173177,0.0,0.0,0.0,0.0,0.0,0.0373383443692161,0.7000486995705302,0.2626383870828244,0.0,0.0,0.0,0.0,0.0,0.2621269719694035,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
14,a,318.15,1,0.25,0.54,0.21,0.0,0.0,0.0,0.0,0.0,0.9062198306715171,0.008459176642121112,0.08539356122509693,0.0,0.0,0.0,0.0,0.0,0.03590290209588834,0.7134195499426309,0.2506538718809722,0.0,0.0,0.0,0.0,0.0,0.2459990043563849,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
14,a,328.15,1,0.25,0.546,0.204,0.0,0.0,0.0,0.0,0.0,0.8311215163328326,0.02187812689053965,0.1470078096464237,0.0,0.0,0.0,0.0,0.0,0.04515289851812264,0.730754553930908,0.2240899203917051,0.0,0.0,0.0,0.0,0.0,0.260630128021434,1,305.6851025405435,913.0553076216306,622.3702050810871,331.6851025405435,277.6851025405435
15,a,303.15,1,0.4,0.52,0.08,0.0,0.0,0.0,0.0,0.0,0.9639913454272147,0.01042158896990948,0.02571513189772373,0.0,0.0,0.0,0.0,0.0,0.01426598147285211,0.868519050575897,0.1171273787941655,0.0,0.0,0.0,0.0,0.0,0.4061532240447605,1,307.9194812434999,919.7584437305,626.8389624869999,333.9194812434999,279.9194812434999
