,Ref,Sub Ref,Temperature (K),Type Alcohol,FAME/FAEE_F,GLYCEROL_F,ALCOHOL_F,OIL_F,DAG_F,MAG_F,ACID_F,WATER_F,FAME/FAEE_L,GLYCEROL_L,ALCOHOL_L,OIL_L,DAG_L,MAG_L,ACID_L,WATER_L,FAME/FAEE_H,GLYCEROL_H,ALCOHOL_H,OIL_H,DAG_H,MAG_H,ACID_H,WATER_H,R2_othmer_tobias,a_othmer_tobias,b_othmer_tobias
205,12,c,353.15,2,0.38156,0.37594,0.2425,0.0,0.0,0.0,0.0,0.0,0.81289,0.029910000000000003,0.1572,0.0,0.0,0.0,0.0,0.0,0.01202,0.65706,0.33092,0.0,0.0,0.0,0.0,0.0,0.9363995964695625,-1.1242626943009038,0.8681964384974409
206,12,c,353.15,2,0.40452,0.40764,0.18783999999999998,0.0,0.0,0.0,0.0,0.0,0.85124,0.021230000000000002,0.12753,0.0,0.0,0.0,0.0,0.0,0.007940000000000001,0.7440399999999999,0.24802,0.0,0.0,0.0,0.0,0.0,0.9363995964695625,-1.1242626943009038,0.8681964384974409
207,12,c,353.15,2,0.44317,0.44269,0.11413999999999999,0.0,0.0,0.0,0.0,0.0,0.92123,0.00439,0.07438,0.0,0.0,0.0,0.0,0.0,0.00322,0.8558199999999999,0.14096,0.0,0.0,0.0,0.0,0.0,0.9363995964695625,-1.1242626943009038,0.8681964384974409
208,12,d,323.15,2,0.2975,0.29710000000000003,0.4054,0.0,0.0,0.0,0.0,0.0,0.58317,0.07997,0.33686,0.0,0.0,0.0,0.0,0.0,0.07345,0.46224,0.46431,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
209,12,d,323.15,2,0.34696,0.34658,0.30646,0.0,0.0,0.0,0.0,0.0,0.7282899999999999,0.034620000000000005,0.23709,0.0,0.0,0.0,0.0,0.0,0.02625,0.58987,0.38388,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
210,12,d,323.15,2,0.39341000000000004,0.39102,0.21556999999999998,0.0,0.0,0.0,0.0,0.0,0.83601,0.015529999999999999,0.14846,0.0,0.0,0.0,0.0,0.0,0.01282,0.7001900000000001,0.28699,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
211,12,d,323.15,2,0.43603000000000003,0.43645,0.12752,0.0,0.0,0.0,0.0,0.0,0.9165099999999999,0.00525,0.07824,0.0,0.0,0.0,0.0,0.0,0.00876,0.8369,0.15434,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
212,12,d,323.15,2,0.43603000000000003,0.43645,0.12752,0.0,0.0,0.0,0.0,0.0,0.9165099999999999,0.00525,0.07824,0.0,0.0,0.0,0.0,0.0,0.00876,0.8369,0.15434,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
213,12,d,353.15,2,0.32014000000000004,0.31145,0.36841,0.0,0.0,0.0,0.0,0.0,0.5839300000000001,0.09755000000000001,0.31852,0.0,0.0,0.0,0.0,0.0,0.10984,0.46823,0.42192999999999997,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
214,12,d,353.15,2,0.34503999999999996,0.34601,0.30895,0.0,0.0,0.0,0.0,0.0,0.71053,0.046740000000000004,0.24273,0.0,0.0,0.0,0.0,0.0,0.038060000000000004,0.5826899999999999,0.37925,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
215,12,d,353.15,2,0.38131,0.38049999999999995,0.23818999999999999,0.0,0.0,0.0,0.0,0.0,0.77561,0.02566,0.19873000000000002,0.0,0.0,0.0,0.0,0.0,0.01278,0.68818,0.29904,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
216,12,d,353.15,2,0.41184,0.41551000000000005,0.17265,0.0,0.0,0.0,0.0,0.0,0.8471,0.01435,0.13855,0.0,0.0,0.0,0.0,0.0,0.00893,0.7882399999999999,0.20283,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
217,12,d,353.15,2,0.44780000000000003,0.45193,0.10027,0.0,0.0,0.0,0.0,0.0,0.91601,0.00759,0.0764,0.0,0.0,0.0,0.0,0.0,0.00525,0.87689,0.11785999999999999,0.0,0.0,0.0,0.0,0.0,0.9668645194457333,-0.5334084632324421,1.0441377605361912
218,13,a,298.15,2,0.40009999999999996,0.2,0.39990000000000003,0.0,0.0,0.0,0.0,0.0,0.7736,0.0202,0.20620000000000002,0.0,0.0,0.0,0.0,0.0,0.050300000000000004,0.3729,0.5768,0.0,0.0,0.0,0.0,0.0,0.9958651555508921,-1.626612200780505,0.8650107632577589
219,13,a,298.15,2,0.4,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.8173999999999999,0.0171,0.1655,0.0,0.0,0.0,0.0,0.0,0.022099999999999998,0.473,0.5049,0.0,0.0,0.0,0.0,0.0,0.9958651555508921,-1.626612200780505,0.8650107632577589
220,13,a,298.15,2,0.39640000000000003,0.3017,0.3019,0.0,0.0,0.0,0.0,0.0,0.8571,0.0115,0.13140000000000002,0.0,0.0,0.0,0.0,0.0,0.0109,0.555,0.4341,0.0,0.0,0.0,0.0,0.0,0.9958651555508921,-1.626612200780505,0.8650107632577589
221,13,a,298.15,2,0.39909999999999995,0.3514,0.2495,0.0,0.0,0.0,0.0,0.0,0.8885,0.0077,0.1038,0.0,0.0,0.0,0.0,0.0,0.0031,0.6357,0.36119999999999997,0.0,0.0,0.0,0.0,0.0,0.9958651555508921,-1.626612200780505,0.8650107632577589
222,13,a,298.15,2,0.40020000000000006,0.39990000000000003,0.1999,0.0,0.0,0.0,0.0,0.0,0.9152,0.0059,0.0789,0.0,0.0,0.0,0.0,0.0,0.001,0.7015,0.2975,0.0,0.0,0.0,0.0,0.0,0.9958651555508921,-1.626612200780505,0.8650107632577589
223,13,a,298.15,2,0.3985,0.4521,0.1494,0.0,0.0,0.0,0.0,0.0,0.9401,0.0040999999999999995,0.0558,0.0,0.0,0.0,0.0,0.0,0.0004,0.7807,0.2189,0.0,0.0,0.0,0.0,0.0,0.9958651555508921,-1.626612200780505,0.8650107632577589
224,14,a,298.15,1,0.25,0.207,0.5429999999999999,0.0,0.0,0.0,0.0,0.0,0.6920000000000001,0.0138,0.2942,0.0,0.0,0.0,0.0,0.0,0.0496,0.2982,0.6522,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
225,14,a,298.15,1,0.25,0.402,0.348,0.0,0.0,0.0,0.0,0.0,0.8306,0.006,0.1634,0.0,0.0,0.0,0.0,0.0,0.0359,0.5482,0.41590000000000005,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
226,14,a,298.15,1,0.25,0.46,0.29,0.0,0.0,0.0,0.0,0.0,0.8973,0.0022,0.1005,0.0,0.0,0.0,0.0,0.0,0.0323,0.6149,0.3528,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
227,14,a,308.15,1,0.25,0.212,0.5379999999999999,0.0,0.0,0.0,0.0,0.0,0.6201,0.0351,0.3448,0.0,0.0,0.0,0.0,0.0,0.060700000000000004,0.3035,0.6358,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
228,14,a,308.15,1,0.25,0.275,0.475,0.0,0.0,0.0,0.0,0.0,0.7892,0.0109,0.1999,0.0,0.0,0.0,0.0,0.0,0.056299999999999996,0.3686,0.5751,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
229,14,a,308.15,1,0.25,0.36,0.39,0.0,0.0,0.0,0.0,0.0,0.8320000000000001,0.004699999999999999,0.16329999999999997,0.0,0.0,0.0,0.0,0.0,0.048799999999999996,0.48200000000000004,0.4692,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
230,14,a,318.15,1,0.25,0.23199999999999998,0.518,0.0,0.0,0.0,0.0,0.0,0.6890000000000001,0.0265,0.2845,0.0,0.0,0.0,0.0,0.0,0.0592,0.31920000000000004,0.6215999999999999,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
231,14,a,318.15,1,0.25,0.324,0.426,0.0,0.0,0.0,0.0,0.0,0.718,0.024,0.258,0.0,0.0,0.0,0.0,0.0,0.051399999999999994,0.4507,0.4979,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
232,14,a,318.15,1,0.25,0.42,0.33,0.0,0.0,0.0,0.0,0.0,0.7926000000000001,0.0177,0.18969999999999998,0.0,0.0,0.0,0.0,0.0,0.0443,0.5685,0.3872,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
233,14,a,318.15,1,0.25,0.52,0.23,0.0,0.0,0.0,0.0,0.0,0.8484,0.013000000000000001,0.1386,0.0,0.0,0.0,0.0,0.0,0.0365,0.6993,0.2642,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
234,14,a,318.15,1,0.25,0.54,0.21,0.0,0.0,0.0,0.0,0.0,0.9061,0.008100000000000001,0.0858,0.0,0.0,0.0,0.0,0.0,0.035699999999999996,0.7125,0.2518,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
235,14,a,328.15,1,0.25,0.384,0.366,0.0,0.0,0.0,0.0,0.0,0.5934,0.046,0.36060000000000003,0.0,0.0,0.0,0.0,0.0,0.0557,0.5807,0.3636,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
236,14,a,328.15,1,0.25,0.42700000000000005,0.32299999999999995,0.0,0.0,0.0,0.0,0.0,0.6541,0.04,0.3059,0.0,0.0,0.0,0.0,0.0,0.0536,0.6144,0.332,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
237,14,a,328.15,1,0.25,0.546,0.204,0.0,0.0,0.0,0.0,0.0,0.8316,0.0226,0.1458,0.0,0.0,0.0,0.0,0.0,0.0466,0.7326999999999999,0.2207,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
238,14,a,328.15,1,0.25,0.63,0.12,0.0,0.0,0.0,0.0,0.0,0.9041,0.0155,0.08039999999999999,0.0,0.0,0.0,0.0,0.0,0.0409,0.8278,0.1313,0.0,0.0,0.0,0.0,0.0,0.44693606119646434,-1.2180738917321323,0.5776988064061692
239,15,a,303.15,1,0.4,0.23,0.37,0.0,0.0,0.0,0.0,0.0,0.821,0.017,0.162,0.0,0.0,0.0,0.0,0.0,0.024,0.419,0.557,0.0,0.0,0.0,0.0,0.0,0.9836631136869214,-1.6737984589542796,0.8288567671221219
240,15,a,303.15,1,0.4,0.273,0.327,0.0,0.0,0.0,0.0,0.0,0.828,0.017,0.155,0.0,0.0,0.0,0.0,0.0,0.013,0.504,0.483,0.0,0.0,0.0,0.0,0.0,0.9836631136869214,-1.6737984589542796,0.8288567671221219
241,15,a,303.15,1,0.4,0.34,0.26,0.0,0.0,0.0,0.0,0.0,0.883,0.013,0.104,0.0,0.0,0.0,0.0,0.0,0.01,0.602,0.388,0.0,0.0,0.0,0.0,0.0,0.9836631136869214,-1.6737984589542796,0.8288567671221219
242,15,a,303.15,1,0.4,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.918,0.016,0.066,0.0,0.0,0.0,0.0,0.0,0.009,0.725,0.266,0.0,0.0,0.0,0.0,0.0,0.9836631136869214,-1.6737984589542796,0.8288567671221219
243,15,a,303.15,1,0.4,0.52,0.08,0.0,0.0,0.0,0.0,0.0,0.964,0.01,0.026,0.0,0.0,0.0,0.0,0.0,0.014,0.868,0.118,0.0,0.0,0.0,0.0,0.0,0.9836631136869214,-1.6737984589542796,0.8288567671221219
245,16,a,298.15,1,0.4,0.525,0.075,0.0,0.0,0.0,0.0,0.0,0.971,1e-09,0.029,0.0,0.0,0.0,0.0,0.0,1e-08,0.895,0.105,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
246,16,a,298.15,1,0.4,0.456,0.144,0.0,0.0,0.0,0.0,0.0,0.952,1e-09,0.048,0.0,0.0,0.0,0.0,0.0,1e-08,0.787,0.213,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
247,16,a,298.15,1,0.4,0.35,0.25,0.0,0.0,0.0,0.0,0.0,0.916,1e-09,0.083,0.0,0.0,0.0,0.0,0.0,1e-08,0.624,0.376,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
248,16,a,298.15,1,0.4,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.896,1e-09,0.102,0.0,0.0,0.0,0.0,0.0,0.005,0.518,0.476,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
249,16,a,298.15,1,0.4,0.232,0.368,0.0,0.0,0.0,0.0,0.0,0.873,1e-09,0.123,0.0,0.0,0.0,0.0,0.0,0.007,0.425,0.568,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
250,16,a,298.15,1,0.4,0.205,0.395,0.0,0.0,0.0,0.0,0.0,0.86,0.007,0.133,0.0,0.0,0.0,0.0,0.0,0.013,0.372,0.614,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
251,16,a,308.15,1,0.5,0.43,0.07,0.0,0.0,0.0,0.0,0.0,0.966,1e-09,0.034,0.0,0.0,0.0,0.0,0.0,1e-08,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
252,16,a,308.15,1,0.5,0.37,0.13,0.0,0.0,0.0,0.0,0.0,0.95,0.002,0.048,0.0,0.0,0.0,0.0,0.0,1e-08,0.782,0.218,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
253,16,a,308.15,1,0.5,0.286,0.214,0.0,0.0,0.0,0.0,0.0,0.915,0.002,0.083,0.0,0.0,0.0,0.0,0.0,1e-08,0.631,0.369,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
254,16,a,308.15,1,0.5,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.884,0.003,0.113,0.0,0.0,0.0,0.0,0.0,0.003,0.521,0.476,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
255,16,a,308.15,1,0.5,0.18,0.32,0.0,0.0,0.0,0.0,0.0,0.851,0.006,0.143,0.0,0.0,0.0,0.0,0.0,0.009,0.42,0.571,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
256,16,a,308.15,1,0.5,0.148,0.352,0.0,0.0,0.0,0.0,0.0,0.81,0.008,0.182,0.0,0.0,0.0,0.0,0.0,0.012,0.369,0.618,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
257,16,a,318.15,1,0.5,0.435,0.065,0.0,0.0,0.0,0.0,0.0,0.968,0.001,0.031,0.0,0.0,0.0,0.0,0.0,1e-08,0.897,0.103,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
258,16,a,318.15,1,0.5,0.381,0.119,0.0,0.0,0.0,0.0,0.0,0.951,0.002,0.046,0.0,0.0,0.0,0.0,0.0,1e-08,0.805,0.195,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
259,16,a,318.15,1,0.5,0.299,0.201,0.0,0.0,0.0,0.0,0.0,0.909,0.004,0.087,0.0,0.0,0.0,0.0,0.0,1e-08,0.657,0.343,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
260,16,a,318.15,1,0.5,0.233,0.267,0.0,0.0,0.0,0.0,0.0,0.879,0.006,0.115,0.0,0.0,0.0,0.0,0.0,1e-08,0.531,0.467,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
261,16,a,318.15,1,0.5,0.181,0.319,0.0,0.0,0.0,0.0,0.0,0.837,0.006,0.157,0.0,0.0,0.0,0.0,0.0,0.008,0.44,0.551,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
262,16,a,318.15,1,0.5,0.159,0.341,0.0,0.0,0.0,0.0,0.0,0.806,0.006,0.188,0.0,0.0,0.0,0.0,0.0,0.013,0.404,0.583,0.0,0.0,0.0,0.0,0.0,0.9656644807158816,-1.9614007172748873,0.7048817557769493
263,17,a,298.15,2,0.669,0.261,0.07,0.0,0.0,0.0,0.0,0.0,0.921,0.011,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.938,0.062,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
264,17,a,298.15,2,0.509,0.327,0.163,0.0,0.0,0.0,0.0,0.0,0.805,0.039,0.156,0.0,0.0,0.0,0.0,0.0,0.002,0.833,0.165,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
265,17,a,298.15,2,0.172,0.628,0.2,0.0,0.0,0.0,0.0,0.0,0.768,0.046,0.186,0.0,0.0,0.0,0.0,0.0,0.001,0.794,0.205,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
266,17,a,298.15,2,0.538,0.239,0.223,0.0,0.0,0.0,0.0,0.0,0.738,0.059,0.203,0.0,0.0,0.0,0.0,0.0,0.005,0.777,0.218,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
267,17,a,298.15,2,0.29,0.451,0.258,0.0,0.0,0.0,0.0,0.0,0.687,0.063,0.25,0.0,0.0,0.0,0.0,0.0,0.01,0.717,0.273,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
268,17,a,298.15,2,0.41,0.287,0.303,0.0,0.0,0.0,0.0,0.0,0.648,0.06,0.292,0.0,0.0,0.0,0.0,0.0,0.033,0.647,0.32,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
269,17,a,333.15,2,0.38,0.502,0.118,0.0,0.0,0.0,0.0,0.0,0.863,0.027,0.11,0.0,0.0,0.0,0.0,0.0,0.001,0.882,0.117,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
270,17,a,333.15,2,0.479,0.402,0.119,0.0,0.0,0.0,0.0,0.0,0.853,0.027,0.12,0.0,0.0,0.0,0.0,0.0,0.002,0.875,0.123,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
271,17,a,333.15,2,0.57,0.276,0.154,0.0,0.0,0.0,0.0,0.0,0.824,0.032,0.144,0.0,0.0,0.0,0.0,0.0,0.001,0.847,0.152,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
272,17,a,333.15,2,0.38,0.413,0.207,0.0,0.0,0.0,0.0,0.0,0.74,0.048,0.212,0.0,0.0,0.0,0.0,0.0,0.008,0.783,0.209,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
273,17,a,333.15,2,0.519,0.2,0.281,0.0,0.0,0.0,0.0,0.0,0.676,0.052,0.272,0.0,0.0,0.0,0.0,0.0,0.006,0.701,0.293,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
274,17,a,333.15,2,0.312,0.377,0.311,0.0,0.0,0.0,0.0,0.0,0.632,0.064,0.304,0.0,0.0,0.0,0.0,0.0,0.006,0.678,0.316,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
275,17,a,333.15,2,0.171,0.499,0.33,0.0,0.0,0.0,0.0,0.0,0.606,0.075,0.319,0.0,0.0,0.0,0.0,0.0,0.017,0.649,0.334,0.0,0.0,0.0,0.0,0.0,0.9916049608242259,0.09487797534980125,0.9439071107009688
276,18,a,298.15,1,0.509,0.14279999999999998,0.3482,0.0,0.0,0.0,0.0,0.0,0.7184999999999999,0.025099999999999997,0.2564,0.0,0.0,0.0,0.0,0.0,0.047599999999999996,0.38880000000000003,0.5636,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
277,18,a,298.15,1,0.3998,0.2528,0.34740000000000004,0.0,0.0,0.0,0.0,0.0,0.8045,0.0141,0.1814,0.0,0.0,0.0,0.0,0.0,0.02,0.46399999999999997,0.516,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
278,18,a,298.15,1,0.44909999999999994,0.2545,0.2964,0.0,0.0,0.0,0.0,0.0,0.8662000000000001,1e-08,0.1338,0.0,0.0,0.0,0.0,0.0,0.030699999999999998,0.4991,0.4702,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
279,18,a,318.15,1,0.4594,0.4719,0.0687,0.0,0.0,0.0,0.0,0.0,0.9569,1e-07,0.0431,0.0,0.0,0.0,0.0,0.0,0.0008,0.9077,0.0915,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
280,18,a,318.15,1,0.3425,0.3423,0.3152,0.0,0.0,0.0,0.0,0.0,0.9172,0.0014000000000000002,0.0814,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.5339,0.4521,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
281,18,a,318.15,1,0.1736,0.2075,0.6189,0.0,0.0,0.0,0.0,0.0,0.7897,0.0048,0.20550000000000002,0.0,0.0,0.0,0.0,0.0,0.0635,0.24280000000000002,0.6937000000000001,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
282,18,a,303.15,1,0.4131,0.3814,0.20550000000000002,0.0,0.0,0.0,0.0,0.0,0.9068999999999999,0.0252,0.0679,0.0,0.0,0.0,0.0,0.0,0.0025,0.6815000000000001,0.316,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
283,18,a,303.15,1,0.47240000000000004,0.4551,0.0725,0.0,0.0,0.0,0.0,0.0,0.9335,0.020099999999999996,0.0464,0.0,0.0,0.0,0.0,0.0,0.0022,0.8919,0.1059,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
284,18,a,303.15,1,0.2539,0.2751,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.9048,0.0167,0.0785,0.0,0.0,0.0,0.0,0.0,0.0187,0.37549999999999994,0.6058,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
285,18,a,333.15,1,0.4144,0.4226,0.163,0.0,0.0,0.0,0.0,0.0,0.9351,0.0256,0.0393,0.0,0.0,0.0,0.0,0.0,0.0029,0.7308,0.2663,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
286,18,a,333.15,1,0.4877,0.4736,0.0387,0.0,0.0,0.0,0.0,0.0,0.9632,0.009000000000000001,0.0278,0.0,0.0,0.0,0.0,0.0,0.0218,0.9287000000000001,0.0495,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
287,18,a,333.15,1,0.3095,0.3275,0.363,0.0,0.0,0.0,0.0,0.0,0.8744,0.0197,0.1059,0.0,0.0,0.0,0.0,0.0,0.0147,0.4989,0.4864,0.0,0.0,0.0,0.0,0.0,0.7384034039888216,-1.8953232663506439,0.5064842804141078
288,19,a,293.15,1,0.2357,0.5347,0.2296,0.0,0.0,0.0,0.0,0.0,0.9534999999999999,0.0032,0.0433,0.0,0.0,0.0,0.0,0.0,0.0011,0.6869,0.312,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
289,19,a,293.15,1,0.26739999999999997,0.3246,0.408,0.0,0.0,0.0,0.0,0.0,0.9348000000000001,0.0034000000000000002,0.061799999999999994,0.0,0.0,0.0,0.0,0.0,0.002,0.46619999999999995,0.5318,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
290,19,a,293.15,1,0.2141,0.2774,0.5085000000000001,0.0,0.0,0.0,0.0,0.0,0.9167000000000001,0.0034000000000000002,0.0799,0.0,0.0,0.0,0.0,0.0,0.0060999999999999995,0.36219999999999997,0.6317,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
291,19,a,293.15,1,0.2028,0.4143,0.3829,0.0,0.0,0.0,0.0,0.0,0.9412,0.0033,0.0555,0.0,0.0,0.0,0.0,0.0,0.0018,0.5252,0.473,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
292,19,a,293.15,1,0.39049999999999996,0.3895,0.22,0.0,0.0,0.0,0.0,0.0,0.9462999999999999,0.0033,0.0504,0.0,0.0,0.0,0.0,0.0,0.0013,0.6463,0.35240000000000005,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
293,19,a,303.15,1,0.27949999999999997,0.4918,0.22870000000000001,0.0,0.0,0.0,0.0,0.0,0.9562,0.0037,0.0401,0.0,0.0,0.0,0.0,0.0,0.0015,0.6737000000000001,0.3248,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
294,19,a,303.15,1,0.2849,0.3801,0.335,0.0,0.0,0.0,0.0,0.0,0.9361,0.0039000000000000003,0.06,0.0,0.0,0.0,0.0,0.0,0.0034000000000000002,0.536,0.4606,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
295,19,a,303.15,1,0.2051,0.2047,0.5902000000000001,0.0,0.0,0.0,0.0,0.0,0.8703,0.0062,0.1235,0.0,0.0,0.0,0.0,0.0,0.0277,0.2754,0.6969,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
296,19,a,303.15,1,0.1905,0.30879999999999996,0.5007,0.0,0.0,0.0,0.0,0.0,0.9109,0.0040999999999999995,0.085,0.0,0.0,0.0,0.0,0.0,0.0083,0.3923,0.5993999999999999,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
297,19,a,303.15,1,0.39039999999999997,0.2004,0.4092,0.0,0.0,0.0,0.0,0.0,0.9068,0.0042,0.08900000000000001,0.0,0.0,0.0,0.0,0.0,0.0165,0.3546,0.6289,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
298,19,a,313.15,1,0.2458,0.546,0.2082,0.0,0.0,0.0,0.0,0.0,0.9616,0.0044,0.034,0.0,0.0,0.0,0.0,0.0,0.0011,0.7198,0.2791,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
299,19,a,313.15,1,0.4224,0.4401,0.1375,0.0,0.0,0.0,0.0,0.0,0.9620000000000001,0.0044,0.0336,0.0,0.0,0.0,0.0,0.0,0.001,0.7683,0.23070000000000002,0.0,0.0,0.0,0.0,0.0,0.9030598309346313,-2.5835914385893353,0.5596721787140113
